Episode,Reward,Wins,Losses,Epsilon
500,-100.0,56,92,0.00998645168764533
501,-5.727428077573956,56,92,0.00998645168764533
502,-7.021357364950564,56,92,0.00998645168764533
503,-100.0,56,93,0.00998645168764533
504,-5.779747931610794,56,93,0.00998645168764533
505,-100.0,56,94,0.00998645168764533
506,-9.870444182247446,56,94,0.00998645168764533
507,-7.198735864339904,56,94,0.00998645168764533
508,-100.0,56,95,0.00998645168764533
509,-6.0919271599729505,56,95,0.00998645168764533
510,-4.54560136230389,56,95,0.00998645168764533
511,-2.470540327824147,56,95,0.00998645168764533
512,-5.890260433017941,56,95,0.00998645168764533
513,-8.061186797140865,56,95,0.00998645168764533
514,-0.3898956518868468,56,95,0.00998645168764533
515,-2.290715442229275,56,95,0.00998645168764533
516,-100.0,56,96,0.00998645168764533
517,-100.0,56,97,0.00998645168764533
518,-2.0736149645720223,56,97,0.00998645168764533
519,-7.1941325643400305,56,97,0.00998645168764533
520,-4.351690535114967,56,97,0.00998645168764533
521,-7.556305488775576,56,97,0.00998645168764533
522,-7.229381590735912,56,97,0.00998645168764533
523,-100.0,56,98,0.00998645168764533
524,-6.678872195484944,56,98,0.00998645168764533
525,-5.808579224448278,56,98,0.00998645168764533
526,-100.0,56,99,0.00998645168764533
527,-1.5894993719502302,56,99,0.00998645168764533
528,-4.529747931610794,56,99,0.00998645168764533
529,-8.655282134391095,56,99,0.00998645168764533
530,-2.362974903568272,56,99,0.00998645168764533
531,-7.082292394124397,56,99,0.00998645168764533
532,-100.0,56,100,0.00998645168764533
533,-4.430006221786183,56,100,0.00998645168764533
534,-100.0,56,101,0.00998645168764533
535,-6.845377561878911,56,101,0.00998645168764533
536,100.0,57,101,0.00998645168764533
537,-6.792398602162294,57,101,0.00998645168764533
538,-6.71507053575084,57,101,0.00998645168764533
539,100.0,58,101,0.00998645168764533
540,-4.542982737180724,58,101,0.00998645168764533
541,-100.0,58,102,0.00998645168764533
542,-100.0,58,103,0.00998645168764533
543,-3.5407154422292746,58,103,0.00998645168764533
544,-2.8917667023461373,58,103,0.00998645168764533
545,-4.573092651226016,58,103,0.00998645168764533
546,-1.377930924178009,58,103,0.00998645168764533
547,-4.022969778584074,58,103,0.00998645168764533
548,-6.479134366169643,58,103,0.00998645168764533
549,100.0,59,103,0.00998645168764533
550,-4.595551307858477,59,103,0.00998645168764533
551,100.0,60,103,0.00998645168764533
552,-5.627614950446294,60,103,0.00998645168764533
553,100.0,61,103,0.00998645168764533
554,-5.412966816820963,61,103,0.00998645168764533
555,-7.419889567756285,61,103,0.00998645168764533
556,100.0,62,103,0.00998645168764533
557,-2.2964099349077354,62,103,0.00998645168764533
558,-5.013796921809028,62,103,0.00998645168764533
559,-100.0,62,104,0.00998645168764533
560,3.067840661506189,62,104,0.00998645168764533
561,-100.0,62,105,0.00998645168764533
562,-3.9714638319572613,62,105,0.00998645168764533
563,-5.547639646276721,62,105,0.00998645168764533
564,-100.0,62,106,0.00998645168764533
565,4.941162809461169,62,106,0.00998645168764533
566,-0.20477170606209366,62,106,0.00998645168764533
567,100.0,63,106,0.00998645168764533
568,-8.716982876310226,63,106,0.00998645168764533
569,-5.223873143240626,63,106,0.00998645168764533
570,-3.6030681703679868,63,106,0.00998645168764533
571,-1.084879749449611,63,106,0.00998645168764533
572,-6.888008745517903,63,106,0.00998645168764533
573,-7.44751074564019,63,106,0.00998645168764533
574,-6.886872892354225,63,106,0.00998645168764533
575,-1.875,63,106,0.00998645168764533
576,-7.650671545084489,63,106,0.00998645168764533
577,-6.45262294423355,63,106,0.00998645168764533
578,-1.5163751114695934,63,106,0.00998645168764533
579,-2.480594707954217,63,106,0.00998645168764533
580,-6.497980320798124,63,106,0.00998645168764533
581,100.0,64,106,0.00998645168764533
582,-2.9621512220115958,64,106,0.00998645168764533
583,-1.4950990293757878,64,106,0.00998645168764533
584,-100.0,64,107,0.00998645168764533
585,-4.356496946474033,64,107,0.00998645168764533
